opportunity_id,category,code,created_at,currency_type,duration,duration_type,fee,image_link,is_archived,is_auto_approve,last_date_to_apply,location,long_description,microscholarship,modified_at,name,role,role_responsibility,short_description,summary,is_likely_test_data,has_badge,has_career_addon,has_panellist,has_dropout_transaction,has_not_started_transaction,num_cohorts,num_eligibility_criteria,num_rewards,num_testimonials,num_tracking_questions
Opportunity#0000000010945MGMS4HBPP9G70,Competition,M8V8Z1J,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2026-02-02 02:40:00,Single Competition Automation 1693846083585,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#000000001004SQFVRGNYSQAV6X,Engagement,NWE1L4H,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000108EN6EYTFB1DJ2ZQD_image_link.jpeg,,False,2024-03-09 16:00:00,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Engagement Automation 1709120359915,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,2
Opportunity#000000001094GVPY13XG819SH4,Course,U2SDQFV,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Course Automation 1695367058049,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010050E0K6EJNA3F5XT,Masterclass,S09U5GE,2024-03-09 16:00:00,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010RTW4G45Q2NR4FGS7_image_link.jpeg,,False,2024-07-03 09:46:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Masterclass Automation 1713793519354,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#000000001095G26YXKA471W4G6,Competition,MEDBC48,2024-10-27 03:33:20,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_000000001024PR6WFF7QNDV876_image_link.png,,False,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Team Competition Single User Automation 1727287487158,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#000000001005AQBQ17E28G0B7T,Internship,IOTZ2M0,2023-03-28 10:40:00,USD,13.0,Hours,36.0,https://dz0zjhi21dz2t.cloudfront.net/media/96121/tour/1558123816200/1366_front.jpg,True,False,2023-03-28 10:40:00,Virtual,Reiciendis itaque cu,75.0,2023-07-22 04:26:40,Global Internship Multiple Badges test,,,Odio voluptatem numquam placeat rerum nostrum deleniti quis nisi totam aliqua Et eos,,True,True,False,False,False,False,2,6,10,3,0
Opportunity#000000001097BT2Q86VJQ3Q37M,Competition,MBMYIC6,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010H3EZ4PY80DRFN16T_image_link.jpeg,,False,2024-03-09 16:00:00,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Team Competition Automation 1709295846905,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#000000001007762HXTYCYK84EX,Course,UWH9E25,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Course Automation 1695344259716,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#000000001097CJ9Y1RDQ3PBNYA,Course,U2J1LHA,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2024-03-09 16:00:00,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Course Automation 1702966338744,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010982T0VCV8YKY2E3S,Engagement,N3GKQSK,2024-07-03 09:46:40,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010A124N5SRJPS9QSN4_image_link.jpeg,,False,2024-07-03 09:46:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Engagement Automation 1720853553043,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,3
Opportunity#0000000010986CFHTVV2P7VHAZ,Masterclass,SUC3ISX,2024-10-27 03:33:20,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000104KGSXNE9V3ERKG0N_image_link.png,,False,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Masterclass Automation 1727625227177,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,3
Opportunity#0000000010XW0Q43Q3PXAAY9X4,Event,ENXIDXF,2024-07-03 09:46:40,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000105RHF18MD6DBVHB0T_image_link.jpeg,,True,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Event Automation 1723185385404,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,4
Opportunity#000000001007Y8K55J7SAAXZ5V,Masterclass,SUBQL61,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Masterclass Automation 1700373846821,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#000000001098747Y068YRP1H2D,Course,U5O8DZ6,2024-10-27 03:33:20,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010PA4RKGAHKPANMSYS_image_link.png,,True,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Course Automation 1728452697831,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,4
Opportunity#0000000010D6N2DD5CNRCKB74D,JobSimulation,J6PD1I2,2024-03-09 16:00:00,USD,2.0,Days,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010STQSHWGEHBZ3037C_image_link.png,False,False,2024-03-09 16:00:00,Work From Home,"Long Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",1111.0,2024-03-09 16:00:00,Job Simulation New,Tester,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,1,0,0
Opportunity#000000001008NSV3M62BRV3AQX,Event,EXPYGQ9,2024-07-03 09:46:40,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000106BR4D3REPY893W0C_image_link.jpeg,,False,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Event Automation 1723028845114,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,3
Opportunity#000000001098C5VPX64WVTBPQ4,Career,A66A6PW,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010GNTSJ7SBKDS0DJ1R_image_link.jpeg,,False,2024-07-03 09:46:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Careerwishlist Automation 1714638724754,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#000000001098MB1ZTJYQ06CVRC,JobSimulation,J099VGK,2025-10-09 08:53:20,INR,1.0,Months,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010QABED03A7ECD8891_image_link.jpg,,False,2025-10-09 08:53:20,,Long,0.0,2025-10-09 08:53:20,Jobnew,,,Short,,False,True,False,False,False,False,1,1,1,0,4
Opportunity#000000001099KNYKGRK585FXC4,Competition,M9ZUS2V,2023-03-28 10:40:00,EUR,88.0,Hours,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/1684420816620_MicrosoftTeams-image.png,True,True,2023-03-28 10:40:00,,Sint animi est cup,54.0,2023-07-22 04:26:40,5 days competition,,,Consequuntur sed error et deleniti doloremque adipisci deserunt,,False,True,False,False,False,False,1,1,2,0,0
Opportunity#0000000010XZ0ACJGEP66MHTRF,Engagement,NK7VNW1,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Engagement Automation 1688555255482,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#0000000010D966N75QD5R0VW7J,Competition,MPHRNF9,2024-07-03 09:46:40,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010G5E296T8MMGJ9YJR_image_link.jpeg,,True,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Single Competition Automation 1723185935478,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#00000000100BY3WYWMJVW1BF08,Competition,MRI68WF,2026-02-02 02:40:00,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010C079NE3646C45DBP_image_link.png,,False,2026-02-02 02:40:00,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2026-02-02 02:40:00,Team Competition Automation 1769717322945,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#000000001099KP5H83HWW2Y04B,Career,A2RNH6B,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Automation Career GPS 1692449615986,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#00000000100CXEPGA5WRZT05RG,Course,UKEVVYM,2024-03-09 16:00:00,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_000000001098B36181HFNFXDZT_image_link.jpeg,,False,2024-07-03 09:46:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Course Automation 1714125233528,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,3,1,2,0,0
Opportunity#00000000109ACT8701SYH85RH3,Internship,IZK9C23,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Internship Automation 1688623075097,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#00000000100DPB9RS8W8TXW68M,Competition,MH2OE5P,2025-10-09 08:53:20,USD,2.0,Days,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010M1R4RNDZDK7KQHR2_image_link.png,,True,2025-10-09 08:53:20,Virtual,Short Description,120.0,2025-10-09 08:53:20,new123,,,Short Description,,False,True,False,False,False,False,1,1,2,0,4
Opportunity#0000000010649G8SXW3WPQ45GS,JobSimulation,JF1ETUH,2024-03-09 16:00:00,,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010PQ3P5242HZTK4AX8_image_link.jpeg,,False,2019-06-08 13:20:00,,,0.0,2024-03-09 16:00:00,Job Wishlist Automation 1713534774813,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,False,False,False,False,False,1,0,0,0,0
Opportunity#00000000100EZY4JD6FSH75FTN,Course,UN2N9TG,2024-07-03 09:46:40,USD,30.0,Weeks,100.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010PBD8D5S8MD6DQ1FQ_image_link.jpeg,,False,2024-07-03 09:46:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Course Automation 1718345890529,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#00000000100FEWKDMC3QW1MSM5,Competition,M33VQZ1,2024-10-27 03:33:20,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000105ANZVFXV1S2979XN_image_link.png,,True,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Single Competition Automation 1727522463191,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#00000000100FHYTM8BH8ZNDCRE,Career,A9W6CSL,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2024-03-09 16:00:00,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Career Automation 1702542116603,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,3,0
Opportunity#00000000100FM0YR86M1ZY28MN,Competition,MEOOY5Z,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Single Competition Automation 1689924426090,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#00000000100FY1BJFEPEF78E6C,Career,AQZ9ZN3,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,True,False,2023-11-14 22:13:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-06-15 15:06:40,Career Automation 1702276748210,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#00000000109AYV0VTC6TNHSXJR,Internship,I02JDIX,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Internship Automation 1688714695595,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#0000000010DH9X93N3QXJP121G,Course,U0HFA68,2026-02-02 02:40:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010MW2F6WNPBTHG1F7E_image_link.png,,False,2019-06-08 13:20:00,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",0.0,2026-02-02 02:40:00,Course Automation 1773329358894,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,False,False,False,False,False,1,0,0,0,0
Opportunity#00000000100FYEHNBJ0E5ZF9GG,Career,AGCOUN4,2023-03-28 10:40:00,USD,61.0,Hours,16.0,Velit tempore aut v,True,False,2023-03-28 10:40:00,Virtual,Totam accusantium do,61.0,2023-07-22 04:26:40,Career 102,,Totam et suscipit qu,Dolor voluptatem Quia id elit provident error sed dolore repudiandae laboriosam veniam qui,,False,True,True,False,False,False,1,6,10,0,0
Opportunity#00000000100GKTQ06T6EFT2WSG,Career,ALFCJTC,2024-10-27 03:33:20,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010564V54G4DAAQHF32_image_link.png,,False,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Careerwishlist Automation 1726639609264,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,3
